Id,ActivityHour,Calories,TotalIntensity,AverageIntensity,StepTotal,isAsleep
1503960366,2016-03-13 12:00:00,52,3,0.05,24,0.0
1503960366,2016-03-13 13:00:00,66,9,0.15,118,0.0
1503960366,2016-03-13 14:00:00,57,3,0.05,19,0.0
1503960366,2016-03-13 15:00:00,89,23,0.383333,510,0.0
1503960366,2016-03-13 16:00:00,91,25,0.416667,510,0.0
1503960366,2016-03-13 17:00:00,61,5,0.083333,96,0.0
1503960366,2016-03-13 18:00:00,237,110,1.833333,4100,0.0
1503960366,2016-03-13 19:00:00,146,57,0.95,1756,0.0
1503960366,2016-03-13 20:00:00,87,25,0.416667,477,0.0
1503960366,2016-03-13 21:00:00,66,9,0.15,147,0.0
1503960366,2016-03-13 22:00:00,72,17,0.283333,214,0.0
1503960366,2016-03-13 23:00:00,118,46,0.766667,1286,0.0
1503960366,2016-03-14 00:00:00,56,4,0.066667,54,0.0
1503960366,2016-03-14 01:00:00,54,3,0.05,53,1.0
1503960366,2016-03-14 02:00:00,49,0,0.0,0,1.0
1503960366,2016-03-14 03:00:00,48,0,0.0,0,1.0
1503960366,2016-03-14 04:00:00,48,0,0.0,0,1.0
1503960366,2016-03-14 05:00:00,49,0,0.0,0,1.0
1503960366,2016-03-14 06:00:00,48,0,0.0,0,1.0
1503960366,2016-03-14 07:00:00,53,3,0.05,53,1.0
1503960366,2016-03-14 08:00:00,68,14,0.233333,212,0.0
1503960366,2016-03-14 09:00:00,199,61,1.016667,2832,0.0
1503960366,2016-03-14 10:00:00,59,4,0.066667,43,0.0
1503960366,2016-03-14 11:00:00,72,14,0.233333,220,0.0
1503960366,2016-03-14 12:00:00,66,9,0.15,181,0.0
1503960366,2016-03-14 13:00:00,54,1,0.016667,12,0.0
1503960366,2016-03-14 14:00:00,59,6,0.1,44,0.0
1503960366,2016-03-14 15:00:00,71,13,0.216667,205,0.0
1503960366,2016-03-14 16:00:00,68,11,0.183333,152,0.0
1503960366,2016-03-14 17:00:00,76,17,0.283333,226,0.0
1503960366,2016-03-14 18:00:00,96,29,0.483333,516,0.0
1503960366,2016-03-14 19:00:00,100,33,0.55,559,0.0
1503960366,2016-03-14 20:00:00,124,45,0.75,1104,0.0
1503960366,2016-03-14 21:00:00,67,12,0.2,252,0.0
1503960366,2016-03-14 22:00:00,48,0,0.0,0,0.0
1503960366,2016-03-14 23:00:00,198,90,1.5,3305,0.0
1503960366,2016-03-15 00:00:00,56,3,0.05,33,0.0
1503960366,2016-03-15 01:00:00,55,2,0.033333,20,0.0
1503960366,2016-03-15 02:00:00,54,4,0.066667,60,0.0
1503960366,2016-03-15 03:00:00,48,0,0.0,0,1.0
1503960366,2016-03-15 04:00:00,49,1,0.016667,7,1.0
1503960366,2016-03-15 05:00:00,48,0,0.0,0,1.0
1503960366,2016-03-15 06:00:00,49,1,0.016667,4,1.0
1503960366,2016-03-15 07:00:00,49,1,0.016667,11,1.0
1503960366,2016-03-15 08:00:00,91,28,0.466667,470,1.0
1503960366,2016-03-15 09:00:00,148,49,0.816667,1967,0.0
1503960366,2016-03-15 10:00:00,92,17,0.283333,729,0.0
1503960366,2016-03-15 11:00:00,104,34,0.566667,659,0.0
1503960366,2016-03-15 12:00:00,142,49,0.816667,1787,0.0
1503960366,2016-03-15 13:00:00,77,16,0.266667,333,0.0
1503960366,2016-03-15 14:00:00,107,26,0.433333,980,0.0
1503960366,2016-03-15 15:00:00,77,14,0.233333,371,0.0
1503960366,2016-03-15 16:00:00,96,27,0.45,605,0.0
1503960366,2016-03-15 17:00:00,90,19,0.316667,623,0.0
1503960366,2016-03-15 18:00:00,82,15,0.25,467,0.0
1503960366,2016-03-15 19:00:00,75,16,0.266667,282,0.0
1503960366,2016-03-15 20:00:00,207,86,1.433333,3319,0.0
1503960366,2016-03-15 21:00:00,131,35,0.583333,1558,0.0
1503960366,2016-03-15 22:00:00,108,37,0.616667,786,0.0
1503960366,2016-03-15 23:00:00,76,15,0.25,313,0.0
1503960366,2016-03-16 00:00:00,48,0,0.0,0,0.0
1503960366,2016-03-16 01:00:00,48,0,0.0,0,0.0
1503960366,2016-03-16 02:00:00,50,1,0.016667,4,0.0
1503960366,2016-03-16 03:00:00,48,0,0.0,0,1.0
1503960366,2016-03-16 04:00:00,48,0,0.0,0,1.0
1503960366,2016-03-16 05:00:00,49,0,0.0,0,1.0
1503960366,2016-03-16 06:00:00,48,0,0.0,0,1.0
1503960366,2016-03-16 07:00:00,56,6,0.1,70,1.0
1503960366,2016-03-16 08:00:00,91,27,0.45,490,1.0
1503960366,2016-03-16 09:00:00,125,27,0.45,1513,0.0
1503960366,2016-03-16 10:00:00,73,12,0.2,224,0.0
1503960366,2016-03-16 11:00:00,105,36,0.6,874,0.0
1503960366,2016-03-16 12:00:00,124,34,0.566667,1451,0.0
1503960366,2016-03-16 13:00:00,79,16,0.266667,329,0.0
1503960366,2016-03-16 14:00:00,61,3,0.05,61,0.0
1503960366,2016-03-16 15:00:00,86,19,0.316667,456,0.0
1503960366,2016-03-16 16:00:00,103,28,0.466667,775,0.0
1503960366,2016-03-16 17:00:00,122,43,0.716667,1446,0.0
1503960366,2016-03-16 18:00:00,166,74,1.233333,2407,0.0
1503960366,2016-03-16 19:00:00,59,7,0.116667,103,1.0
1503960366,2016-03-16 20:00:00,72,16,0.266667,447,1.0
1503960366,2016-03-16 21:00:00,146,49,0.816667,2120,0.0
1503960366,2016-03-16 22:00:00,78,18,0.3,273,0.0
1503960366,2016-03-16 23:00:00,82,18,0.3,455,0.0
1503960366,2016-03-17 00:00:00,70,11,0.183333,263,0.0
1503960366,2016-03-17 01:00:00,50,1,0.016667,23,1.0
1503960366,2016-03-17 02:00:00,49,1,0.016667,7,1.0
1503960366,2016-03-17 03:00:00,48,0,0.0,0,1.0
1503960366,2016-03-17 04:00:00,48,0,0.0,0,1.0
1503960366,2016-03-17 05:00:00,48,0,0.0,0,1.0
1503960366,2016-03-17 06:00:00,49,0,0.0,0,1.0
1503960366,2016-03-17 07:00:00,50,1,0.016667,6,1.0
1503960366,2016-03-17 08:00:00,67,11,0.183333,210,1.0
1503960366,2016-03-17 09:00:00,125,27,0.45,1530,0.0
1503960366,2016-03-17 10:00:00,69,11,0.183333,124,0.0
1503960366,2016-03-17 11:00:00,148,54,0.9,1803,0.0
1503960366,2016-03-17 12:00:00,70,11,0.183333,113,0.0
1503960366,2016-03-17 13:00:00,113,23,0.383333,1124,0.0
1503960366,2016-03-17 14:00:00,119,25,0.416667,1160,0.0
1503960366,2016-03-17 15:00:00,86,20,0.333333,409,0.0
1503960366,2016-03-17 16:00:00,94,24,0.4,631,0.0
1503960366,2016-03-17 17:00:00,66,5,0.083333,203,0.0
1503960366,2016-03-17 18:00:00,76,15,0.25,396,0.0
1503960366,2016-03-17 19:00:00,158,64,1.066667,2165,0.0
1503960366,2016-03-17 20:00:00,75,16,0.266667,147,0.0
1503960366,2016-03-17 21:00:00,146,49,0.816667,2016,0.0
1503960366,2016-03-17 22:00:00,97,31,0.516667,521,0.0
1503960366,2016-03-17 23:00:00,118,35,0.583333,1176,0.0
1503960366,2016-03-18 00:00:00,76,13,0.216667,389,0.0
1503960366,2016-03-18 01:00:00,58,6,0.1,112,1.0
1503960366,2016-03-18 02:00:00,48,0,0.0,0,1.0
1503960366,2016-03-18 03:00:00,48,0,0.0,0,1.0
1503960366,2016-03-18 04:00:00,48,0,0.0,0,1.0
1503960366,2016-03-18 05:00:00,49,1,0.016667,4,1.0
1503960366,2016-03-18 06:00:00,51,2,0.033333,19,1.0
1503960366,2016-03-18 07:00:00,49,0,0.0,0,1.0
1503960366,2016-03-18 08:00:00,67,11,0.183333,172,1.0
1503960366,2016-03-18 09:00:00,147,36,0.6,1952,0.0
1503960366,2016-03-18 10:00:00,73,12,0.2,279,0.0
1503960366,2016-03-18 11:00:00,72,12,0.2,207,0.0
1503960366,2016-03-18 12:00:00,64,4,0.066667,145,0.0
1503960366,2016-03-18 13:00:00,68,7,0.116667,242,0.0
1503960366,2016-03-18 14:00:00,207,86,1.433333,3160,0.0
1503960366,2016-03-18 15:00:00,101,33,0.55,852,0.0
1503960366,2016-03-18 16:00:00,76,14,0.233333,270,0.0
1503960366,2016-03-18 17:00:00,59,2,0.033333,24,0.0
1503960366,2016-03-18 18:00:00,82,16,0.266667,444,0.0
1503960366,2016-03-18 19:00:00,238,110,1.833333,4093,0.0
1503960366,2016-03-18 20:00:00,121,21,0.35,1445,0.0
1503960366,2016-03-18 21:00:00,72,14,0.233333,332,0.0
1503960366,2016-03-18 22:00:00,54,2,0.033333,13,0.0
1503960366,2016-03-18 23:00:00,74,12,0.2,390,0.0
1503960366,2016-03-19 00:00:00,57,5,0.083333,138,1.0
1503960366,2016-03-19 01:00:00,48,0,0.0,0,1.0
1503960366,2016-03-19 02:00:00,48,0,0.0,0,1.0
1503960366,2016-03-19 03:00:00,49,1,0.016667,10,1.0
1503960366,2016-03-19 04:00:00,48,0,0.0,0,1.0
1503960366,2016-03-19 05:00:00,48,0,0.0,0,1.0
1503960366,2016-03-19 06:00:00,49,0,0.0,0,1.0
1503960366,2016-03-19 07:00:00,52,2,0.033333,53,1.0
1503960366,2016-03-19 08:00:00,92,28,0.466667,538,0.0
1503960366,2016-03-19 09:00:00,216,69,1.15,3454,0.0
1503960366,2016-03-19 10:00:00,148,54,0.9,2106,0.0
1503960366,2016-03-19 11:00:00,130,37,0.616667,1307,0.0
1503960366,2016-03-19 12:00:00,109,27,0.45,909,0.0
1503960366,2016-03-19 13:00:00,74,13,0.216667,303,0.0
1503960366,2016-03-19 14:00:00,71,14,0.233333,150,0.0
1503960366,2016-03-19 15:00:00,61,6,0.1,123,0.0
1503960366,2016-03-19 16:00:00,63,8,0.133333,127,0.0
1503960366,2016-03-19 17:00:00,69,10,0.166667,198,0.0
1503960366,2016-03-19 18:00:00,58,3,0.05,50,0.0
1503960366,2016-03-19 19:00:00,92,26,0.433333,533,0.0
1503960366,2016-03-19 20:00:00,86,22,0.366667,433,0.0
1503960366,2016-03-19 21:00:00,58,6,0.1,75,0.0
1503960366,2016-03-19 22:00:00,97,31,0.516667,850,0.0
1503960366,2016-03-19 23:00:00,234,111,1.85,4067,0.0
1503960366,2016-03-20 00:00:00,64,7,0.116667,115,0.0
1503960366,2016-03-20 01:00:00,49,0,0.0,0,1.0
1503960366,2016-03-20 02:00:00,48,0,0.0,0,1.0
1503960366,2016-03-20 03:00:00,48,0,0.0,0,1.0
1503960366,2016-03-20 04:00:00,48,0,0.0,0,1.0
1503960366,2016-03-20 05:00:00,48,0,0.0,0,1.0
1503960366,2016-03-20 06:00:00,48,0,0.0,0,1.0
1503960366,2016-03-20 07:00:00,48,0,0.0,0,1.0
1503960366,2016-03-20 08:00:00,48,0,0.0,0,1.0
1503960366,2016-03-20 09:00:00,119,36,0.6,1109,1.0
1503960366,2016-03-20 10:00:00,294,113,1.883333,5000,0.0
1503960366,2016-03-20 11:00:00,121,42,0.7,1117,0.0
1503960366,2016-03-20 12:00:00,82,20,0.333333,312,0.0
1503960366,2016-03-20 13:00:00,80,18,0.3,343,0.0
1503960366,2016-03-20 14:00:00,96,29,0.483333,578,0.0
1503960366,2016-03-20 15:00:00,109,29,0.483333,876,0.0
1503960366,2016-03-20 16:00:00,116,22,0.366667,1373,0.0
1503960366,2016-03-20 17:00:00,142,25,0.416667,1841,0.0
1503960366,2016-03-20 18:00:00,104,36,0.6,638,0.0
1503960366,2016-03-20 19:00:00,109,40,0.666667,718,0.0
1503960366,2016-03-20 20:00:00,76,14,0.233333,421,0.0
1503960366,2016-03-20 21:00:00,55,4,0.066667,78,0.0
1503960366,2016-03-20 22:00:00,57,3,0.05,57,0.0
1503960366,2016-03-20 23:00:00,87,23,0.383333,552,0.0
1503960366,2016-03-21 00:00:00,58,5,0.083333,97,0.0
1503960366,2016-03-21 01:00:00,48,0,0.0,0,1.0
1503960366,2016-03-21 02:00:00,48,0,0.0,0,1.0
1503960366,2016-03-21 03:00:00,50,2,0.033333,11,1.0
1503960366,2016-03-21 04:00:00,48,0,0.0,0,1.0
1503960366,2016-03-21 05:00:00,48,0,0.0,0,1.0
1503960366,2016-03-21 06:00:00,48,0,0.0,0,1.0
1503960366,2016-03-21 07:00:00,56,6,0.1,55,1.0
1503960366,2016-03-21 08:00:00,116,27,0.45,1114,0.0
1503960366,2016-03-21 09:00:00,104,17,0.283333,1113,0.0
1503960366,2016-03-21 10:00:00,79,17,0.283333,308,0.0
1503960366,2016-03-21 11:00:00,82,17,0.283333,467,0.0
1503960366,2016-03-21 12:00:00,142,51,0.85,1884,0.0
1503960366,2016-03-21 13:00:00,67,9,0.15,184,0.0
1503960366,2016-03-21 14:00:00,79,19,0.316667,298,0.0
1503960366,2016-03-21 15:00:00,83,16,0.266667,497,0.0
1503960366,2016-03-21 16:00:00,83,20,0.333333,355,0.0
1503960366,2016-03-21 17:00:00,99,31,0.516667,588,0.0
1503960366,2016-03-21 18:00:00,132,28,0.466667,1564,0.0
1503960366,2016-03-21 19:00:00,79,18,0.3,396,0.0
1503960366,2016-03-21 20:00:00,67,11,0.183333,99,0.0
1503960366,2016-03-21 21:00:00,70,14,0.233333,172,0.0
1503960366,2016-03-21 22:00:00,81,20,0.333333,371,0.0
1503960366,2016-03-21 23:00:00,79,16,0.266667,447,0.0
1503960366,2016-03-22 00:00:00,47,0,0.0,0,0.0
1503960366,2016-03-22 01:00:00,47,0,0.0,0,0.0
1503960366,2016-03-22 02:00:00,47,0,0.0,0,0.0
1503960366,2016-03-22 03:00:00,47,0,0.0,0,0.0
1503960366,2016-03-22 04:00:00,47,0,0.0,0,0.0
1503960366,2016-03-22 05:00:00,47,0,0.0,0,0.0
1503960366,2016-03-22 06:00:00,47,0,0.0,0,0.0
1503960366,2016-03-22 07:00:00,47,0,0.0,0,0.0
1503960366,2016-03-22 08:00:00,50,2,0.033333,34,0.0
1503960366,2016-03-22 09:00:00,135,26,0.433333,1732,0.0
1503960366,2016-03-22 10:00:00,90,24,0.4,497,0.0
1503960366,2016-03-22 11:00:00,76,14,0.233333,296,0.0
1503960366,2016-03-22 12:00:00,78,15,0.25,322,0.0
1503960366,2016-03-22 13:00:00,95,24,0.4,657,0.0
1503960366,2016-03-22 14:00:00,134,44,0.733333,1657,0.0
1503960366,2016-03-22 15:00:00,80,13,0.216667,455,0.0
1503960366,2016-03-22 16:00:00,71,9,0.15,278,0.0
1503960366,2016-03-22 17:00:00,107,15,0.25,953,0.0
1503960366,2016-03-22 18:00:00,109,23,0.383333,1123,0.0
1503960366,2016-03-22 19:00:00,120,22,0.366667,1479,0.0
1503960366,2016-03-22 20:00:00,83,22,0.366667,366,0.0
1503960366,2016-03-22 21:00:00,74,14,0.233333,349,0.0
1503960366,2016-03-22 22:00:00,265,117,1.95,4587,0.0
1503960366,2016-03-22 23:00:00,71,10,0.166667,351,0.0
1503960366,2016-03-23 00:00:00,53,2,0.033333,14,0.0
1503960366,2016-03-23 01:00:00,53,3,0.05,50,0.0
1503960366,2016-03-23 02:00:00,54,4,0.066667,29,1.0
1503960366,2016-03-23 03:00:00,47,0,0.0,0,1.0
1503960366,2016-03-23 04:00:00,47,0,0.0,0,1.0
1503960366,2016-03-23 05:00:00,48,0,0.0,0,1.0
1503960366,2016-03-23 06:00:00,48,0,0.0,0,1.0
1503960366,2016-03-23 07:00:00,56,6,0.1,82,0.0
1503960366,2016-03-23 08:00:00,89,25,0.416667,534,0.0
1503960366,2016-03-23 09:00:00,133,24,0.4,1623,0.0
1503960366,2016-03-23 10:00:00,85,17,0.283333,504,0.0
1503960366,2016-03-23 11:00:00,83,19,0.316667,414,0.0
1503960366,2016-03-23 12:00:00,81,17,0.283333,411,0.0
1503960366,2016-03-23 13:00:00,114,37,0.616667,1226,0.0
1503960366,2016-03-23 14:00:00,176,76,1.266667,2674,0.0
1503960366,2016-03-23 15:00:00,71,11,0.183333,236,0.0
1503960366,2016-03-23 16:00:00,81,16,0.266667,383,0.0
1503960366,2016-03-23 17:00:00,78,14,0.233333,411,0.0
1503960366,2016-03-23 18:00:00,70,8,0.133333,325,0.0
1503960366,2016-03-23 19:00:00,183,80,1.333333,2937,0.0
1503960366,2016-03-23 20:00:00,113,30,0.5,1086,0.0
1503960366,2016-03-23 21:00:00,57,5,0.083333,61,0.0
1503960366,2016-03-23 22:00:00,65,10,0.166667,119,0.0
1503960366,2016-03-23 23:00:00,81,19,0.316667,413,0.0
1503960366,2016-03-24 00:00:00,82,23,0.383333,311,0.0
1503960366,2016-03-24 01:00:00,48,0,0.0,0,0.0
1503960366,2016-03-24 02:00:00,50,1,0.016667,7,1.0
1503960366,2016-03-24 03:00:00,49,1,0.016667,8,1.0
1503960366,2016-03-24 04:00:00,47,0,0.0,0,1.0
1503960366,2016-03-24 05:00:00,49,1,0.016667,8,1.0
1503960366,2016-03-24 06:00:00,48,0,0.0,0,1.0
1503960366,2016-03-24 07:00:00,52,3,0.05,29,1.0
1503960366,2016-03-24 08:00:00,100,36,0.6,553,1.0
1503960366,2016-03-24 09:00:00,149,43,0.716667,2041,0.0
1503960366,2016-03-24 10:00:00,66,8,0.133333,90,0.0
1503960366,2016-03-24 11:00:00,63,7,0.116667,63,0.0
1503960366,2016-03-24 12:00:00,115,39,0.65,1180,0.0
1503960366,2016-03-24 13:00:00,104,36,0.6,770,0.0
1503960366,2016-03-24 14:00:00,123,41,0.683333,1320,0.0
1503960366,2016-03-24 15:00:00,84,17,0.283333,504,0.0
1503960366,2016-03-24 16:00:00,84,26,0.433333,210,0.0
1503960366,2016-03-24 17:00:00,84,14,0.233333,526,0.0
1503960366,2016-03-24 18:00:00,61,5,0.083333,66,0.0
1503960366,2016-03-24 19:00:00,59,3,0.05,75,0.0
1503960366,2016-03-24 20:00:00,225,107,1.783333,3858,0.0
1503960366,2016-03-24 21:00:00,114,29,0.483333,1090,0.0
1503960366,2016-03-24 22:00:00,64,9,0.15,185,0.0
1503960366,2016-03-24 23:00:00,71,12,0.2,294,0.0
1503960366,2016-03-25 00:00:00,53,1,0.016667,42,0.0
1503960366,2016-03-25 01:00:00,58,6,0.1,126,1.0
1503960366,2016-03-25 02:00:00,49,1,0.016667,5,1.0
1503960366,2016-03-25 03:00:00,49,1,0.016667,7,1.0
1503960366,2016-03-25 04:00:00,48,0,0.0,0,1.0
1503960366,2016-03-25 05:00:00,48,0,0.0,0,1.0
1503960366,2016-03-25 06:00:00,48,0,0.0,0,1.0
1503960366,2016-03-25 07:00:00,52,3,0.05,40,1.0
1503960366,2016-03-25 08:00:00,90,25,0.416667,565,1.0
1503960366,2016-03-25 09:00:00,125,28,0.466667,1545,0.0
1503960366,2016-03-25 10:00:00,76,14,0.233333,309,0.0
1503960366,2016-03-25 11:00:00,111,34,0.566667,1226,0.0
1503960366,2016-03-25 12:00:00,61,4,0.066667,78,0.0
1503960366,2016-03-25 13:00:00,63,7,0.116667,187,0.0
1503960366,2016-03-25 14:00:00,77,13,0.216667,419,0.0
1503960366,2016-03-25 15:00:00,54,0,0.0,0,0.0
1503960366,2016-03-25 16:00:00,82,17,0.283333,427,0.0
1503960366,2016-03-25 17:00:00,77,14,0.233333,435,0.0
1503960366,2016-03-25 18:00:00,70,11,0.183333,238,0.0
1503960366,2016-03-25 19:00:00,62,6,0.1,135,0.0
1503960366,2016-03-25 20:00:00,171,71,1.183333,2590,0.0
1503960366,2016-03-25 21:00:00,164,52,0.866667,2390,0.0
1503960366,2016-03-25 22:00:00,69,13,0.216667,151,0.0
1503960366,2016-03-25 23:00:00,62,7,0.116667,89,0.0
1503960366,2016-03-26 00:00:00,53,2,0.033333,16,0.0
1503960366,2016-03-26 01:00:00,63,9,0.15,179,1.0
1503960366,2016-03-26 02:00:00,47,0,0.0,0,1.0
1503960366,2016-03-26 03:00:00,51,3,0.05,19,1.0
1503960366,2016-03-26 04:00:00,48,0,0.0,0,1.0
1503960366,2016-03-26 05:00:00,48,0,0.0,0,1.0
1503960366,2016-03-26 06:00:00,48,0,0.0,0,1.0
1503960366,2016-03-26 07:00:00,48,0,0.0,0,1.0
1503960366,2016-03-26 08:00:00,48,0,0.0,0,1.0
1503960366,2016-03-26 09:00:00,58,7,0.116667,69,1.0
1503960366,2016-03-26 10:00:00,82,21,0.35,394,0.0
1503960366,2016-03-26 11:00:00,62,8,0.133333,145,0.0
1503960366,2016-03-26 12:00:00,69,12,0.2,152,0.0
1503960366,2016-03-26 13:00:00,82,21,0.35,393,0.0
1503960366,2016-03-26 14:00:00,92,15,0.25,759,0.0
1503960366,2016-03-26 15:00:00,103,29,0.483333,828,0.0
1503960366,2016-03-26 16:00:00,304,149,2.483333,5564,0.0
1503960366,2016-03-26 17:00:00,197,87,1.45,3053,0.0
1503960366,2016-03-26 18:00:00,226,102,1.7,3785,0.0
1503960366,2016-03-26 19:00:00,75,15,0.25,323,0.0
1503960366,2016-03-26 20:00:00,71,14,0.233333,207,0.0
1503960366,2016-03-26 21:00:00,76,19,0.316667,252,0.0
1503960366,2016-03-26 22:00:00,110,39,0.65,785,0.0
1503960366,2016-03-26 23:00:00,93,23,0.383333,686,1.0
1503960366,2016-03-27 00:00:00,52,2,0.033333,57,1.0
1503960366,2016-03-27 01:00:00,56,5,0.083333,121,1.0
1503960366,2016-03-27 02:00:00,47,0,0.0,0,1.0
1503960366,2016-03-27 03:00:00,48,0,0.0,0,1.0
1503960366,2016-03-27 04:00:00,47,0,0.0,0,1.0
1503960366,2016-03-27 05:00:00,48,0,0.0,0,1.0
1503960366,2016-03-27 06:00:00,49,1,0.016667,9,1.0
1503960366,2016-03-27 07:00:00,50,2,0.033333,8,1.0
1503960366,2016-03-27 08:00:00,48,0,0.0,0,1.0
1503960366,2016-03-27 09:00:00,81,20,0.333333,393,1.0
1503960366,2016-03-27 10:00:00,299,126,2.1,5033,0.0
1503960366,2016-03-27 11:00:00,67,11,0.183333,321,0.0
1503960366,2016-03-27 12:00:00,61,5,0.083333,100,0.0
1503960366,2016-03-27 13:00:00,96,28,0.466667,684,0.0
1503960366,2016-03-27 14:00:00,95,27,0.45,652,0.0
1503960366,2016-03-27 15:00:00,66,9,0.15,255,0.0
1503960366,2016-03-27 16:00:00,61,7,0.116667,99,0.0
1503960366,2016-03-27 17:00:00,76,17,0.283333,214,0.0
1503960366,2016-03-27 18:00:00,92,28,0.466667,540,0.0
1503960366,2016-03-27 19:00:00,191,85,1.416667,2887,0.0
1503960366,2016-03-27 20:00:00,84,24,0.4,372,0.0
1503960366,2016-03-27 21:00:00,90,26,0.433333,461,0.0
1503960366,2016-03-27 22:00:00,76,15,0.25,367,0.0
1503960366,2016-03-27 23:00:00,63,8,0.133333,163,0.0
1503960366,2016-03-28 00:00:00,63,10,0.166667,152,1.0
1503960366,2016-03-28 01:00:00,50,1,0.016667,16,1.0
1503960366,2016-03-28 02:00:00,47,0,0.0,0,0.0
1503960366,2016-03-28 03:00:00,47,0,0.0,0,0.0
1503960366,2016-03-28 04:00:00,47,0,0.0,0,0.0
1503960366,2016-03-28 05:00:00,47,0,0.0,0,0.0
1503960366,2016-03-28 06:00:00,47,0,0.0,0,0.0
1503960366,2016-03-28 07:00:00,47,0,0.0,0,0.0
1503960366,2016-03-28 08:00:00,55,4,0.066667,91,0.0
1503960366,2016-03-28 09:00:00,140,30,0.5,1801,0.0
1503960366,2016-03-28 10:00:00,68,8,0.133333,209,0.0
1503960366,2016-03-28 11:00:00,70,10,0.166667,242,0.0
1503960366,2016-03-28 12:00:00,69,9,0.15,198,0.0
1503960366,2016-03-28 13:00:00,207,70,1.166667,3422,0.0
1503960366,2016-03-28 14:00:00,105,33,0.55,1116,0.0
1503960366,2016-03-28 15:00:00,72,10,0.166667,281,0.0
1503960366,2016-03-28 16:00:00,68,10,0.166667,228,0.0
1503960366,2016-03-28 17:00:00,71,14,0.233333,135,0.0
1503960366,2016-03-28 18:00:00,78,19,0.316667,252,0.0
1503960366,2016-03-28 19:00:00,209,90,1.5,3298,0.0
1503960366,2016-03-28 20:00:00,99,18,0.3,872,0.0
1503960366,2016-03-28 21:00:00,62,7,0.116667,81,0.0
1503960366,2016-03-28 22:00:00,69,12,0.2,196,0.0
1503960366,2016-03-28 23:00:00,94,26,0.433333,641,0.0
1503960366,2016-03-29 00:00:00,51,0,0.0,0,0.0
1503960366,2016-03-29 01:00:00,68,13,0.216667,242,0.0
1503960366,2016-03-29 02:00:00,50,2,0.033333,15,1.0
1503960366,2016-03-29 03:00:00,48,0,0.0,0,1.0
1503960366,2016-03-29 04:00:00,47,0,0.0,0,1.0
1503960366,2016-03-29 05:00:00,49,1,0.016667,6,1.0
1503960366,2016-03-29 06:00:00,49,1,0.016667,21,1.0
1503960366,2016-03-29 07:00:00,52,3,0.05,53,1.0
1503960366,2016-03-29 08:00:00,65,10,0.166667,185,1.0
1503960366,2016-03-29 09:00:00,132,32,0.533333,1580,0.0
1503960366,2016-03-29 10:00:00,84,17,0.283333,446,0.0
1503960366,2016-03-29 11:00:00,102,25,0.416667,869,0.0
1503960366,2016-03-29 12:00:00,62,9,0.15,147,0.0
1503960366,2016-03-29 13:00:00,113,39,0.65,1158,0.0
1503960366,2016-03-29 14:00:00,65,5,0.083333,243,0.0
1503960366,2016-03-29 15:00:00,79,13,0.216667,413,0.0
1503960366,2016-03-29 16:00:00,80,16,0.266667,348,0.0
1503960366,2016-03-29 17:00:00,74,12,0.2,288,0.0
1503960366,2016-03-29 18:00:00,90,22,0.366667,535,0.0
